
  RooFitResult: minimized FCN value: 0, estimated distance to minimum: 2.54115e-07
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Constant Parameter    Value     
Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.310

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.150

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.060

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.170

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.050

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.010

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.030

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.210

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.180

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.140

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.200

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.050

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.150

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.030

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.060

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.030

Running Minos for POI 
